Asset,Work Order,Description Line 1,Description Line 2
"047  -047 - Weber, Detached, Built 1975, Retro 1990","WO23- 1,948",No heat.,"Fan blower motor seized, could not find replacement part. Delivered unit haters for the night"
"050  -050 - Weber, Detached, Built 1975, Retro 1989","WO23- 1,438",Annual furnace cleaning," Serviced boilers, cleaned pipe and furnace, changed nozzle and changed filter, boiler effiency #1 85%, boiler #2 85 3/4%"
"050  -050 - Weber, Detached, Built 1975, Retro 1989","WO23- 1,554",Annual boiler services.," Serviced boilers, changed nozzles, filter and air filter. effiency 83 1/2%"
"051  -051 - Weber, Detached, Built 1975, Retro 1990",WO23- 641,No heat.," George cleaned the nozzle and serviced  the furnace but it didn't want to start, he called me, Vince and asked me to tak a look, after tracing the circuit I realized the thermostat was faulty, oned replaced, the system worked properly."
"051  -051 - Weber, Detached, Built 1975, Retro 1990",WO23- 923,No heat and hot water in unit.," Checked furnace and water heater, opened main valve outside, bled both pumps and restarted furnace and oil fired water heater and tested."
"053  -053 - Weber, Detached, Built 1975, Retro 1999","WO23- 2,716",Check Fuel line to furnace,Tighted fittings for fuel lines
"054  -054 - Weber, Detached, Built 1975, Retro 1991","WO23- 1,402","Not enough heat in the kitchen and livingroom,", Changed air filter.
"054  -054 - Weber, Detached, Built 1975, Retro 1991","WO23- 1,496","Check furnace, tenant says it's making a rattling noise and is loud.", Cleaned furnace and piping.
"055  -055 - Weber, Detached, Built 1976, Retro 1993",WO23- 942,Tenant says furnace room has mold in it and a hole in the chimney pipes.  Tenant told Eddie about it and thought he would come back and repair it.  Please have a look at this furnace room and check for mold and soot and holes.,
"055  -055 - Weber, Detached, Built 1976, Retro 1993","WO23- 1,151",No heat., Had to bleed fuel pump.
"056  -056 - Weber, Detached, Built 1976, Retro 1999","WO23- 2,020",Annual Furnace cleaning," Serviced furnace, changed nozzle, changed air filter and oil filter."
"058  -058 - Weber, Detached, Built 1976, Retro 1989","WO- 3,218","Fuel leak coming from furnace, tenant says leaking again."," Tightened fuel filter and used odorgon, checked for leak."
"058  -058 - Weber, Detached, Built 1976, Retro 1989","WO23- 2,092",Annual Furnace cleaning," Serviced furnace, changed nozzle, oil filters and air filters."
"058  -058 - Weber, Detached, Built 1976, Retro 1989","WO23- 2,098",No heat.," I reset the furnace but it didn't want to start, I bled the line and it fired up."
"088  -088 - 455, Detached, Built 1972, Rehab 1981","WO23- 2,099",Fuel smell," I could smell fuel so I contacted AJ to find out if he serviced it, he informed that he had earlier in the day, after inspecting the area I could not find any leaks."
"060  -060 - Weber, Detached, Built 1976, Retro 1989",WO23- 483,Check smell of fuel in porch., Black iron pipes were sweating so tightened all fittings and covered with odorgon.
"060  -060 - Weber, Detached, Built 1976, Retro 1989",WO23- 555,Smell of fuel.,
"060  -060 - Weber, Detached, Built 1976, Retro 1989",WO23- 561,Smell of fuel.," Checked all around furnace and water heater, found no leaks and did not smell fuel or fumes."
"060  -060 - Weber, Detached, Built 1976, Retro 1989","WO23- 1,068",No heat., I bled the fuel line and got the furnace going.
"060  -060 - Weber, Detached, Built 1976, Retro 1989","WO23- 1,091","Check thermostat, tenant says it's broken.", Replaced broken thermostat.
"060  -060 - Weber, Detached, Built 1976, Retro 1989","WO23- 2,063",Fuel leaking.," I checked the furnace and there was a small drip from the bleeder and a drip of water from the smoke stack, I cleaned the spill and spread odorgon on the area, tightened the bleeder and burned on the furnace."
"060  -060 - Weber, Detached, Built 1976, Retro 1989","WO23- 2,677",Clean furnace.,"Cleaned furnace, vacuum flute.  Changed 20x20 air filter."
"063  -063 - Weber, Detached, Built 1976, Retro 1999",WO23- 924,"Tenant says furnace does not stay on long enough, keeps shutting off too quick, check furnace."," Checked and replaced thermostat and testedm also installed thermostat guard to revent Patrick form adjusting thermostat, ( this person has dementis and shuts off the thermostat."
"063  -063 - Weber, Detached, Built 1976, Retro 1999","WO23- 1,106",Furnace can't go on., Bled air from hwm and furnace waited until burners went on.
"063  -063 - Weber, Detached, Built 1976, Retro 1999","WO23- 1,449","Change thermostat, says it gets too hot in unit."," Tested thermostat, works ok, it was set at 25"
"067  -067 - Weber, Detached, Built 1977, Retro 1992","WO23- 1,713",Annual boiler inspection.,
"068  -068 - Weber, Detached, Built 1977","WO- 3,093",tenant woke up to his unit smelling like fuel," Access panels were open for air filters, closed panels, checked nozzle, nozzle was plugged, replaced nozzle and tested."
"068  -068 - Weber, Detached, Built 1977","WO- 3,296",Smell of fuel," Checked furnace, ran it for five minutes to see if any fumes, furnace was running good and working to smell."
"068  -068 - Weber, Detached, Built 1977",WO22/23- 125,Unit smells of furnace fumes.," Replaced the nozzle, cleaned and reset the electrodes, istalled smoke detector"
"069  -069 - Weber, Detached, Built 1977, Retro 1992","WO23- 2,102",Annual furnace cleaning," Serviced furnace, changed nozzle, air filter and oil filters."
"070  -070 - Weber, Detached, Built 1977, Retro 1992","WO23- 1,754",Furnace out.," Checked furnace, replaced nozzle, faulty ignition t  ransformer and fuel pump and tested."
"070  -070 - Weber, Detached, Built 1977, Retro 1992","WO23- 1,798","No heat in unit, also smells of fuel in unit.", Replaced burner coupling.
"073  -073 - Weber, Detached, Built 1977, Retro 1992","WO23- 1,550",Annual service of boiler and cleaning.," Serviced furnace and hot water boiler, cleaned pipe and furnace, changed nozzles and filter. effiency furnace 83%, hot water 84%"
"074  -074 - Weber, Detached, Built 1977, Retro 1992","WO23- 1,571",Annual furnace cleaning," Serviced and cleaned furnace/water heater, put in 2 nozzles, oil filter, air filter"
"075  -075 - Weber, Detached, Built 1978, Retro 1988","WO23- 1,733",Annual boiler inspection.," Serviced furnace, changed oil filter, air filter and cleaned furnace."
"075  -075 - Weber, Detached, Built 1978, Retro 1988","WO23- 2,590",No heat,Furnace was on but no heat coming out floor registers.  Replaced air filter and air started circulating.
"077  -077 - Weber, Detached, Built 1978, Retro 1988","WO23- 1,428","a heater was put in tenants laundry room to keep the pipes in the bathroom from freezing, they would like the floor insulated or find another alternative than having the heater on 24/7 to keep the pipe from freezing in the bathroom.",
"078  -078 - Weber, Detached, Built 1978, Retro 1988","WO23- 1,732",Annual boiler inspection.," Serviced furnace, changed oil filter, air filter and cleaned furnace."
"081  -081 - Weber, Detached, Built 1978, Retro 1992",WO23- 217,Furnace can't go on.,
"081  -081 - Weber, Detached, Built 1978, Retro 1992",WO23- 286,No heat in unit.," Tenant called at 7am, said she can wait till 8:30 to avoid call out fee, went there and pressure the reset button, furnace running good again."
"081  -081 - Weber, Detached, Built 1978, Retro 1992","WO23- 1,370",Check furnace., Replaced nozzle and cleaned and  reset the electrode.
"081  -081 - Weber, Detached, Built 1978, Retro 1992","WO23- 2,319",Furnace smelling like melting metal, tighten fan belt
"083  -083 - Weber, Detached, Built 1978, Retro 1991",WO23- 214,M&I 6522-410-002- Replace furnace,
"083  -083 - Weber, Detached, Built 1978, Retro 1991","WO23- 2,258",Check the furnance as it is very noisy, changed fan motor
"085  -085 - Weber, Detached, Built 1978, Retro 1988","WO23- 1,071",Furnace can not go on, Bled air from burner.
"086  -086 - Weber, Detached, Built 1978, Retro 1991","WO23- 1,069",No heat., I bled the fuel line and got the furnace going.
"086  -086 - Weber, Detached, Built 1978, Retro 1991","WO23- 1,788",Annual furnace cleaning,"  Serviced furnace, changed nozzle, air filter and oil filter."
"087  -087 - 455, Detached, Built 1972, Rehab 1992","WO23- 1,047",No heat.," I went to the unit and the heat wasn't on but there was power, I bled the fuel line and the furnace started."
"087  -087 - 455, Detached, Built 1972, Rehab 1992","WO23- 2,021",Annual Furnace cleaning," Serviced furnace, changed nozzle and air filter."
"097  -097 - 455, Detached, Built 1972, M&I 1997","WO23- 2,058",Furnace won't go on.,"Replaced ignition control, coupling and fuel pump and tested with thermostat."
"098  -098 - 455, Detached, Built 1972, M&I 1997","WO- 3,368",tenant has no heat, Replaced nozzle and fuel pump and tested.
"098  -098 - 455, Detached, Built 1972, M&I 1997",WO23- 969,No heat, Replaced beckette primer control and tested.
"099  -099 - 455, Detached, Built 1972",WO23- 319,No heat in unit.," Went to check on the  unit, no heat call, had to turn on breaker which was turned off."
"099  -099 - 455, Detached, Built 1972","WO23- 2,090",Annual furnace cleaning," Serviced furnace, changed nozzles, air filters and oil filters."
"103  -103 - Woolfenden, 4 Plex, Built 1980, M&I 1996","WO- 3,011",NO heat in unit., No heat in unit
282-M  -2 Kingmik Street,"WO- 3,346",Boiler Inspection,
282-M  -2 Kingmik Street,"WO23- 1,461",Annual cleaning and servicing of boilers.," Serviced boiler, changed nozzle and oil filter."
281-M  -4 Kingmik Street,"WO- 3,049",Replace zone valve., Replaced zone valve.
281-M  -4 Kingmik Street,"WO- 3,270",Replace oil filter and systamatic fire valve.," Replaced leaky oil filter, added firomatic valve where there was none, added 3/8 ball valve, 2-3/8 close black iron fittings."
281-M  -4 Kingmik Street,"WO- 3,349",Boiler Inspection,
281-M  -4 Kingmik Street,"WO23- 1,462",Annual cleaning and servicing of boilers.," Serviced boiler, changed nozzle and oil filter, boiler effiency 84 3/4%"
"105  -105 - Woolfenden, 4 Plex, Built 1980, M&I 1996","WO23- 1,755",No heat.," Checked heating, released air lock in mechanical room, pressurized boiler to 20psi and checked for heat."
"105  -105 - Woolfenden, 4 Plex, Built 1980, M&I 1996","WO23- 1,958","No heat in unit, also asking for new thermostat."," Replaced thermostat, went into boiler room to check zone and boiler came on with a lot of smoke, I replaced  the nozzle."
"105  -105 - Woolfenden, 4 Plex, Built 1980, M&I 1996","WO23- 2,037",No heat.," Checked boilers, zone valve, all good."
"105  -105 - Woolfenden, 4 Plex, Built 1980, M&I 1996","WO23- 2,057",Heat not working properly.," I tested the thermostat and zone valve but nothing happed, I traced the wiring and noticed the wiring wasn't right, I rewired and tested, the system is working properly."
"107  -107 - Woolfenden, 4 Plex, Built 1980, M&I 1996","WO- 3,316",tenant said there was no heat," Bled off of the system, all ok."
"114  -114 - Woolfenden, Duplex, Built 1979, M&I 1995","WO23- 1,590",Annual boiler servicing.," Serviced boilers, changed nozzle, filter and air filter, cleaned furnace, effiency 85%"
"115  -115 - Woolfenden, Duplex, Built 1979, M&I 1995","WO23- 1,852","Fuel leak in furnace room,", Wiped up wet water on floor. Put some neutrda down
"115  -115 - Woolfenden, Duplex, Built 1979, M&I 1995","WO23- 2,243",Furnace is not working. No heat," Replaced nozzle, Cleaned & reset electrodes"
"115  -115 - Woolfenden, Duplex, Built 1979, M&I 1995","WO23- 2,480",No heat, Reset boiler
"116  -116 - Woolfenden, Duplex, Built 1979, M&I 1995","WO23- 1,970",No heat., Changed fuel pump on burner.
"117  -117 - Woolfenden, Duplex, Built 1979, M&I 1995","WO23- 2,789","No heat, Furnace cant go on"," Checked furnace, reset control box , adjusted  fan/limit and tested, Air fliter still clean."
"121  -121 - Woolfenden, Detached, Built 1979","WO- 3,162",furnace can't go on," Pressed re-set on the furnace & the furnace started. I then took apart burner & dicovered dirty nozzle, I replaced the nozzel"
"121  -121 - Woolfenden, Detached, Built 1979",WO23- 869,No heat,"Neal  requested hel fixing broken boiler, replaced motor the old one was seized, when we removed the fuel pump to change the motor we found the seal was leaking oil, so we also replaced the fuel pump."
"121  -121 - Woolfenden, Detached, Built 1979","WO23- 1,224",Clean oil fired water heater.," Vacuumed and checked 1 oil fired water heater, plugged with soot,    replaced nozzle, also replaced chimney lower cap."
"121  -121 - Woolfenden, Detached, Built 1979","WO23- 1,261",Furnace stink of fumes.," HWM plugged with soot, turned off hwm and told tenant will fully service and clean hwm next day, replaced furnace filter."
"123  -123 - Woolfenden, Duplex, Built 1979, M&I 1995","WO23- 1,591",Annual boiler servicing.," Serviced boiler, changed oil filter, air filter and nozzle. cleaned furnace, effiency 83%"
"124  -124 - Woolfenden, Detached, Built 1979, M&I 1996","WO23- 1,565",Annual boiler inspection," Serviced boiler, changed nozzle, filter and oil filter, effiency 83%"
"125  -125 - Woolfenden, Detached, Re-built 1981,",WO23- 880,"Check boiler, tenant says the boiler keeps making noise,"," Replaced F3 motor, old one had bad noisy bearings."
"125  -125 - Woolfenden, Detached, Re-built 1981,","WO23- 2,631",No heat.,Reset valve.
"126  -126 - Woolfenden, Detached, Re-built 1981,",WO23- 461,Smoke from boiler.," When I started the boiler the glycol that had leaked from the boilermate was burning off a steam, I let the boiler reach temp before leaving."
"126  -126 - Woolfenden, Detached, Re-built 1981,","WO23- 2,023",Annual Furance cleaning,"  Serviced boiler, changed air filter."
"126  -126 - Woolfenden, Detached, Re-built 1981,","WO23- 2,173",No heat, Checked and pressurize boiler to 20 psi & checked for heat
"126  -126 - Woolfenden, Detached, Re-built 1981,","WO23- 2,196",No heat,
"126  -126 - Woolfenden, Detached, Re-built 1981,","WO23- 2,414",beeping from the boiler and screen reads error," N/C zone valve not closing, HWM over heating. Ran hot water in bathtub to release hot water in HWM. Replaced zone valve."
"127  -127 - Woolfenden, Detached, Re-built 1984",WO23- 961,No hot water," Power switch to hwm was off, turned power ob and checked hwm."
